rho,mu_p,char_height_px,mean_cer,mean_char_acc,n_eval,qe_total,mtf_nyquist,aperture_f50_cpp
0.6,128,6,0.47916675,0.52083325,16,0.51,0.770893,0.778927
0.6,128,8,0.13541675,0.86458325,16,0.51,0.770893,0.778927
0.6,128,12,0.10416675,0.89583325,16,0.51,0.770893,0.778927
0.6,128,16,0.06250006250000001,0.9374999375,16,0.51,0.770893,0.778927
0.6,512,4,0.885416625,0.114583375,16,0.51,0.770893,0.778927
0.6,512,6,0.32291681250000004,0.6770831875,16,0.51,0.770893,0.778927
0.6,512,8,0.2083334375,0.7916665625,16,0.51,0.770893,0.778927
0.6,512,12,0.06250006250000001,0.9374999374999999,16,0.51,0.770893,0.778927
0.6,512,16,0.09375006250000001,0.9062499374999999,16,0.51,0.770893,0.778927
0.6,2048,4,0.8541664999999999,0.1458335,16,0.51,0.770893,0.778927
0.6,2048,6,0.32291675,0.67708325,16,0.51,0.770893,0.778927
0.6,2048,8,0.1770835,0.8229165,16,0.51,0.770893,0.778927
0.6,2048,12,0.0520834375,0.9479165625,16,0.51,0.770893,0.778927
0.6,2048,16,0.08333343750000001,0.9166665625,16,0.51,0.770893,0.778927
0.7,8,4,1.0,0.0,16,0.595,0.735998,0.721147
0.7,8,6,0.958333375,0.041666625,16,0.595,0.735998,0.721147
0.7,8,8,0.9583333125,0.0416666875,16,0.595,0.735998,0.721147
0.7,8,12,0.8750000625,0.12499993749999999,16,0.595,0.735998,0.721147
0.7,8,16,0.9791666875,0.0208333125,16,0.595,0.735998,0.721147
0.7,32,4,1.0,0.0,16,0.595,0.735998,0.721147
0.7,32,6,0.9791666875,0.0208333125,16,0.595,0.735998,0.721147
0.7,32,8,0.8437500625000001,0.1562499375,16,0.595,0.735998,0.721147
0.7,32,12,0.4895833125,0.5104166875,16,0.595,0.735998,0.721147
0.7,32,16,0.520833375,0.479166625,16,0.595,0.735998,0.721147
0.7,128,4,0.9583333125,0.0416666875,16,0.595,0.735998,0.721147
0.7,128,6,0.47916675,0.52083325,16,0.595,0.735998,0.721147
0.7,128,8,0.1875,0.8125,16,0.595,0.735998,0.721147
0.7,128,12,0.052083375,0.947916625,16,0.595,0.735998,0.721147
0.7,128,16,0.052083375,0.947916625,16,0.595,0.735998,0.721147
0.7,512,4,0.7916666875,0.20833331249999998,16,0.595,0.735998,0.721147
0.7,512,6,0.29166675,0.7083332499999999,16,0.595,0.735998,0.721147
0.7,512,8,0.1145835,0.8854165,16,0.595,0.735998,0.721147
0.7,512,12,0.0520834375,0.9479165625,16,0.595,0.735998,0.721147
0.7,512,16,0.06250006250000001,0.9374999374999999,16,0.595,0.735998,0.721147
0.7,2048,4,0.8437500625,0.1562499375,16,0.595,0.735998,0.721147
0.7,2048,6,0.312500125,0.687499875,16,0.595,0.735998,0.721147
0.7,2048,8,0.11458337499999999,0.885416625,16,0.595,0.735998,0.721147
0.7,2048,12,0.0520834375,0.9479165625,16,0.595,0.735998,0.721147
0.7,2048,16,0.09375006250000001,0.9062499374999999,16,0.595,0.735998,0.721147
0.8,8,4,1.0,0.0,16,0.68,0.701998,0.674571
0.8,8,6,0.947916625,0.052083375,16,0.68,0.701998,0.674571
0.8,8,8,0.9166666875,0.0833333125,16,0.68,0.701998,0.674571
0.8,8,12,0.8125000625000001,0.1874999375,16,0.68,0.701998,0.674571
0.8,8,16,0.96875,0.03125,16,0.68,0.701998,0.674571
0.8,32,4,1.0,0.0,16,0.68,0.701998,0.674571
0.8,32,6,0.927083375,0.072916625,16,0.68,0.701998,0.674571
0.8,32,8,0.84375,0.15625,16,0.68,0.701998,0.674571
0.8,32,12,0.3645833125,0.6354166875,16,0.68,0.701998,0.674571
0.8,32,16,0.302083375,0.697916625,16,0.68,0.701998,0.674571
0.8,128,4,0.84375,0.15625,16,0.68,0.701998,0.674571
0.8,128,6,0.375,0.625,16,0.68,0.701998,0.674571
0.8,128,8,0.19791674999999997,0.80208325,16,0.68,0.701998,0.674571
0.8,128,12,0.0833334375,0.9166665625,16,0.68,0.701998,0.674571
0.8,128,16,0.0520834375,0.9479165625,16,0.68,0.701998,0.674571
0.8,512,4,0.75,0.25,16,0.68,0.701998,0.674571
0.8,512,6,0.312500125,0.687499875,16,0.68,0.701998,0.674571
0.8,512,8,0.1562500625,0.8437499375,16,0.68,0.701998,0.674571
0.8,512,12,0.06250006250000001,0.9374999374999999,16,0.68,0.701998,0.674571
0.8,512,16,0.08333343750000001,0.9166665625,16,0.68,0.701998,0.674571
0.8,2048,4,0.833333375,0.16666662499999998,16,0.68,0.701998,0.674571
0.8,2048,6,0.312500125,0.687499875,16,0.68,0.701998,0.674571
0.8,2048,8,0.13541675,0.86458325,16,0.68,0.701998,0.674571
0.8,2048,12,0.020833375,0.979166625,16,0.68,0.701998,0.674571
0.8,2048,16,0.06250006250000001,0.9374999374999999,16,0.68,0.701998,0.674571
0.9,8,4,1.0,0.0,16,0.765,0.668877,0.635992
0.9,8,6,0.9895833125,0.0104166875,16,0.765,0.668877,0.635992
0.9,8,8,0.979166625,0.020833375,16,0.765,0.668877,0.635992
0.9,8,12,0.7916666875,0.2083333125,16,0.765,0.668877,0.635992
0.9,8,16,0.770833375,0.22916662499999998,16,0.765,0.668877,0.635992
0.9,32,4,1.0,0.0,16,0.765,0.668877,0.635992
0.9,32,6,0.9270833125,0.0729166875,16,0.765,0.668877,0.635992
0.9,32,8,0.8020833125,0.1979166875,16,0.765,0.668877,0.635992
0.9,32,12,0.3541666875,0.6458333125,16,0.765,0.668877,0.635992
0.9,32,16,0.25,0.75,16,0.765,0.668877,0.635992
0.9,128,4,0.8541666875,0.1458333125,16,0.765,0.668877,0.635992
0.9,128,6,0.4895834375,0.5104165625000001,16,0.765,0.668877,0.635992
0.9,128,8,0.1354168125,0.8645831875000001,16,0.765,0.668877,0.635992
0.9,128,12,0.020833375,0.979166625,16,0.765,0.668877,0.635992
0.9,128,16,0.04166675,0.95833325,16,0.765,0.668877,0.635992
0.9,512,4,0.8333334375,0.1666665625,16,0.765,0.668877,0.635992
0.9,512,6,0.2708335,0.7291665,16,0.765,0.668877,0.635992
0.9,512,8,0.1250000625,0.8749999375,16,0.765,0.668877,0.635992
0.9,512,12,0.020833375,0.979166625,16,0.765,0.668877,0.635992
0.9,512,16,0.0833334375,0.9166665625,16,0.765,0.668877,0.635992
0.9,2048,4,0.8125000625,0.1874999375,16,0.765,0.668877,0.635992
0.9,2048,6,0.2083334375,0.7916665625,16,0.765,0.668877,0.635992
0.9,2048,8,0.0520834375,0.9479165625000001,16,0.765,0.668877,0.635992
0.9,2048,12,0.0,1.0,16,0.765,0.668877,0.635992
0.9,2048,16,0.083333375,0.916666625,16,0.765,0.668877,0.635992
1.0,8,4,1.0,0.0,16,0.85,0.63662,0.603355
1.0,8,6,0.96875,0.03125,16,0.85,0.63662,0.603355
1.0,8,8,0.958333375,0.041666625,16,0.85,0.63662,0.603355
1.0,8,12,0.8437500625,0.1562499375,16,0.85,0.63662,0.603355
1.0,8,16,0.864583375,0.135416625,16,0.85,0.63662,0.603355
1.0,32,4,1.0,0.0,16,0.85,0.63662,0.603355
1.0,32,6,0.9583333125,0.0416666875,16,0.85,0.63662,0.603355
1.0,32,8,0.7916666875,0.2083333125,16,0.85,0.63662,0.603355
1.0,32,12,0.1770833125,0.8229166875,16,0.85,0.63662,0.603355
1.0,32,16,0.239583375,0.760416625,16,0.85,0.63662,0.603355
1.0,128,4,0.90625,0.09375,16,0.85,0.63662,0.603355
1.0,128,6,0.34375006249999995,0.6562499375,16,0.85,0.63662,0.603355
1.0,128,8,0.16666674999999997,0.83333325,16,0.85,0.63662,0.603355
1.0,128,12,0.0312500625,0.9687499375,16,0.85,0.63662,0.603355
1.0,128,16,0.052083375,0.947916625,16,0.85,0.63662,0.603355
1.0,512,4,0.8020831875000001,0.1979168125,16,0.85,0.63662,0.603355
1.0,512,6,0.21875012500000002,0.781249875,16,0.85,0.63662,0.603355
1.0,512,8,0.1145834375,0.8854165625,16,0.85,0.63662,0.603355
1.0,512,12,0.0104166875,0.9895833125,16,0.85,0.63662,0.603355
1.0,512,16,0.062500125,0.937499875,16,0.85,0.63662,0.603355
1.0,2048,4,0.76041675,0.23958325,16,0.85,0.63662,0.603355
1.0,2048,6,0.21875018750000003,0.7812498125,16,0.85,0.63662,0.603355
1.0,2048,8,0.0937500625,0.9062499374999999,16,0.85,0.63662,0.603355
1.0,2048,12,0.0312500625,0.9687499375,16,0.85,0.63662,0.603355
1.0,2048,16,0.08333337500000002,0.9166666250000001,16,0.85,0.63662,0.603355
