char_height_px,4,5,6,7,8,10,11,13,16,19,23,27,32,38,45,54,64,76,91,108,128,152,181,215,256
8,0.14606046,0.18969678,0.24121188,0.28545426,0.30302999999999997,0.3296967,0.32303,0.41515168,0.37393962,0.40181838,0.49696992,0.66181844,0.7454547999999999,0.7624244799999998,0.82000018,0.82363654,0.8563637800000001,0.8569698399999999,0.8503031799999999,0.8521213599999998,0.8539395399999999,0.8527274199999999,0.8672728599999999,0.87393952,0.8800001200000002
