rho,mu_p,char_height_px,mean_cer,mean_char_acc,n_eval,qe_total,mtf_nyquist,aperture_f50_cpp
0.1,16,6,0.833333,0.166667,1,0.085,0.959381,1.907975
0.5,16,6,1.0,0.0,1,0.425,0.8067,0.853272
1.0,16,6,1.0,0.0,1,0.85,0.63662,0.603355
