rho,mu_p,char_height_px,font_name,text,phase_x,phase_y,noise_repeat,qe_total,aperture_width_px,mtf_nyquist,aperture_f50_cpp,ocr_text,cer,char_acc,preview_relpath
0.9,256,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.765,15.178933,0.668877,0.635992,BFUCAOZI9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.083333,0.916667,point_previews/task000019_mu000256_rho090_n1.png
1.0,256,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.85,16.0,0.63662,0.603355,BFUCAOZJ9Y5KPWOTSHL38D2NGMVRX7Q641E1,0.055556,0.944444,point_previews/task000019_mu000256_rho100_n0.png
1.0,256,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.85,16.0,0.63662,0.603355,BFUCAOZIJ9YSKPWOTSHL38D2NGMVRX7Q64E1,0.111111,0.888889,point_previews/task000019_mu000256_rho100_n1.png
0.1,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.085,5.059644,0.959381,1.907975,BFUCADZI9Y5KPWOTSHL3BD2NGMYVRX7OS4IE1,0.194444,0.805556,point_previews/task000020_mu001024_rho010_n0.png
0.1,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.085,5.059644,0.959381,1.907975,BFUCADZI9YS5KPWOTSHL3BD2NGMVRX7OS4IE1,0.194444,0.805556,point_previews/task000020_mu001024_rho010_n1.png
0.2,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.17,7.155418,0.919759,1.349142,BFUCAODZI9YSKPWOTSHL3BD2NGMYVRX7O641E1,0.222222,0.777778,point_previews/task000020_mu001024_rho020_n0.png
0.2,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.17,7.155418,0.919759,1.349142,BFUCAOZI9Y5KPWOTSHL3BD2NGMVRX7OS41E1,0.166667,0.833333,point_previews/task000020_mu001024_rho020_n1.png
0.3,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.255,8.763561,0.881116,1.10157,BFUCAOZI9Y5KPWOTSHL3BD2NGMYVRX7O64IE1,0.138889,0.861111,point_previews/task000020_mu001024_rho030_n0.png
0.3,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.255,8.763561,0.881116,1.10157,BFUCAOZI9Y5KPWOTSHL3B8D2NGMVRX7Q64IE1,0.083333,0.916667,point_previews/task000020_mu001024_rho030_n1.png
0.4,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.34,10.119289,0.843436,0.953987,BFUCAODZI9Y5KPWOTSHL3BD2NGMVRX7Q641E1,0.138889,0.861111,point_previews/task000020_mu001024_rho040_n0.png
0.4,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.34,10.119289,0.843436,0.953987,BFUCADZJI9Y5KPWOTSHL38D2NGMVRX7QO641E1,0.138889,0.861111,point_previews/task000020_mu001024_rho040_n1.png
0.5,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.425,11.313708,0.8067,0.853272,BFUCAOZI9Y5KPWOTSHL38D2NGMVRX7Q641E1,0.083333,0.916667,point_previews/task000020_mu001024_rho050_n0.png
0.5,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.425,11.313708,0.8067,0.853272,BFUCAOZI9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.083333,0.916667,point_previews/task000020_mu001024_rho050_n1.png
0.6,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.51,12.393547,0.770893,0.778927,BFUCAOZJI9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000020_mu001024_rho060_n0.png
0.6,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.51,12.393547,0.770893,0.778927,BFUCAOZI9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000020_mu001024_rho060_n1.png
0.7,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.595,13.38656,0.735998,0.721147,BFUCAOZI9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.083333,0.916667,point_previews/task000020_mu001024_rho070_n0.png
0.7,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.595,13.38656,0.735998,0.721147,BFUCAOZI9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.083333,0.916667,point_previews/task000020_mu001024_rho070_n1.png
0.8,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.68,14.310835,0.701998,0.674571,BFUCAOZJ9Y5KPWOTSHL38D2NGMVRX7Q641E1,0.055556,0.944444,point_previews/task000020_mu001024_rho080_n0.png
0.8,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.68,14.310835,0.701998,0.674571,BFUCAOZJ9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.027778,0.972222,point_previews/task000020_mu001024_rho080_n1.png
0.9,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.765,15.178933,0.668877,0.635992,BFUCAOZJ9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000020_mu001024_rho090_n0.png
0.9,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.765,15.178933,0.668877,0.635992,BFUCAOZJI9YSKPWOTSHL38D2NGMVRX7Q641E1,0.111111,0.888889,point_previews/task000020_mu001024_rho090_n1.png
1.0,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.85,16.0,0.63662,0.603355,BFUCAOZJ9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000020_mu001024_rho100_n0.png
1.0,1024,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.85,16.0,0.63662,0.603355,BFUCAOZJ9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000020_mu001024_rho100_n1.png
0.1,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.085,5.059644,0.959381,1.907975,BFUCADZJ9Y5KPWOTSHL3BD2NGMVRX7OS41E1,0.166667,0.833333,point_previews/task000021_mu004096_rho010_n0.png
0.1,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.085,5.059644,0.959381,1.907975,BFUCADZJ9Y5KPWOTSHL3BD2NGMVRX7OS4IE1,0.138889,0.861111,point_previews/task000021_mu004096_rho010_n1.png
0.2,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.17,7.155418,0.919759,1.349142,BFUCAODZI9Y5KPWOTSHL3BD2NGMYVRX7OS4IE1,0.194444,0.805556,point_previews/task000021_mu004096_rho020_n0.png
0.2,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.17,7.155418,0.919759,1.349142,BFUCAODZI9Y5KPWOTSHL3BD2NGMYVRX7O64IE1,0.166667,0.833333,point_previews/task000021_mu004096_rho020_n1.png
0.3,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.255,8.763561,0.881116,1.10157,BFUCAODZI9Y5KPWOTSHL3BD2NGMVRX7Q64IE1,0.111111,0.888889,point_previews/task000021_mu004096_rho030_n0.png
0.3,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.255,8.763561,0.881116,1.10157,BFUCAOZI9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000021_mu004096_rho030_n1.png
0.4,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.34,10.119289,0.843436,0.953987,BFUCAOZI9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000021_mu004096_rho040_n0.png
0.4,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.34,10.119289,0.843436,0.953987,BFUCAODZI9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.083333,0.916667,point_previews/task000021_mu004096_rho040_n1.png
0.5,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.425,11.313708,0.8067,0.853272,BFUCAOZI9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.083333,0.916667,point_previews/task000021_mu004096_rho050_n0.png
0.5,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.425,11.313708,0.8067,0.853272,BFUCAOZI9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000021_mu004096_rho050_n1.png
0.6,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.51,12.393547,0.770893,0.778927,BFUCAOZI9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000021_mu004096_rho060_n0.png
0.6,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.51,12.393547,0.770893,0.778927,BFUCAOZJ9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.027778,0.972222,point_previews/task000021_mu004096_rho060_n1.png
0.7,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.595,13.38656,0.735998,0.721147,BFUCAOZI9YS5KPWOTSHL38D2NGMVRX7Q64IE1,0.083333,0.916667,point_previews/task000021_mu004096_rho070_n0.png
0.7,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.595,13.38656,0.735998,0.721147,BFUCAOZI9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.083333,0.916667,point_previews/task000021_mu004096_rho070_n1.png
0.8,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.68,14.310835,0.701998,0.674571,BFUCAOZJ9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000021_mu004096_rho080_n0.png
0.8,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.68,14.310835,0.701998,0.674571,BFUCAOZJ9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.027778,0.972222,point_previews/task000021_mu004096_rho080_n1.png
0.9,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.765,15.178933,0.668877,0.635992,BFUCAOZJ9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000021_mu004096_rho090_n0.png
0.9,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.765,15.178933,0.668877,0.635992,BFUCAOZJ9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000021_mu004096_rho090_n1.png
1.0,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.85,16.0,0.63662,0.603355,BFUCAOZJ9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000021_mu004096_rho100_n0.png
1.0,4096,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.85,16.0,0.63662,0.603355,BFUCAOZJ9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000021_mu004096_rho100_n1.png
0.1,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.085,5.059644,0.959381,1.907975,BFUCADZJ9Y5KPWOTSHL3BD2NGMVRX7QOS41E1,0.166667,0.833333,point_previews/task000022_mu016384_rho010_n0.png
0.1,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.085,5.059644,0.959381,1.907975,BFUCADZJ9Y5KPWOTSHL3BD2NGMVRX7QOS4IE1,0.138889,0.861111,point_previews/task000022_mu016384_rho010_n1.png
0.2,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.17,7.155418,0.919759,1.349142,BFUCAOZI9Y5KPWOTSHL3BD2NGMVRX7QO641E1,0.138889,0.861111,point_previews/task000022_mu016384_rho020_n0.png
0.2,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.17,7.155418,0.919759,1.349142,BFUCAOZIJ9Y5KPWOTSHL3BD2NGMVRX7QO64IE1,0.111111,0.888889,point_previews/task000022_mu016384_rho020_n1.png
0.3,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.255,8.763561,0.881116,1.10157,BFUCAODZI9Y5KPWOTSHL3B8D2NGMVRX7Q64IE1,0.111111,0.888889,point_previews/task000022_mu016384_rho030_n0.png
0.3,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.255,8.763561,0.881116,1.10157,BFUCAOZI9Y5KPWOTSHL3BD2NGMVRX7Q641E1,0.111111,0.888889,point_previews/task000022_mu016384_rho030_n1.png
0.4,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.34,10.119289,0.843436,0.953987,BFUCAOZI9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000022_mu016384_rho040_n0.png
0.4,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.34,10.119289,0.843436,0.953987,BFUCAOZI9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000022_mu016384_rho040_n1.png
0.5,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.425,11.313708,0.8067,0.853272,BFUCAOZI9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000022_mu016384_rho050_n0.png
0.5,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.425,11.313708,0.8067,0.853272,BFUCAOZI9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000022_mu016384_rho050_n1.png
0.6,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.51,12.393547,0.770893,0.778927,BFUCAOZI9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000022_mu016384_rho060_n0.png
0.6,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.51,12.393547,0.770893,0.778927,BFUCAOZJ9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.027778,0.972222,point_previews/task000022_mu016384_rho060_n1.png
0.7,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.595,13.38656,0.735998,0.721147,BFUCAOZI9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.083333,0.916667,point_previews/task000022_mu016384_rho070_n0.png
0.7,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.595,13.38656,0.735998,0.721147,BFUCAOZI9YS5KPWOTSHL38D2NGMVRX7Q64IE1,0.083333,0.916667,point_previews/task000022_mu016384_rho070_n1.png
0.8,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.68,14.310835,0.701998,0.674571,BFUCAOZJ9YS5KPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000022_mu016384_rho080_n0.png
0.8,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.68,14.310835,0.701998,0.674571,BFUCAOZJ9YS5KPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000022_mu016384_rho080_n1.png
0.9,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.765,15.178933,0.668877,0.635992,BFUCAOZJI9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.083333,0.916667,point_previews/task000022_mu016384_rho090_n0.png
0.9,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.765,15.178933,0.668877,0.635992,BFUCAOZJ9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000022_mu016384_rho090_n1.png
1.0,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.85,16.0,0.63662,0.603355,BFUCAOZJ9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000022_mu016384_rho100_n0.png
1.0,16384,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.85,16.0,0.63662,0.603355,BFUCAOZJ9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000022_mu016384_rho100_n1.png
0.1,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.085,5.059644,0.959381,1.907975,BFUCADZJ9Y5KPWOTSHL3BD2NGMVRX7OS4IE1,0.138889,0.861111,point_previews/task000023_mu065536_rho010_n0.png
0.1,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.085,5.059644,0.959381,1.907975,BFUCADZI9Y5KPWOTSHL3BD2NGMVRX7OS4IE1,0.166667,0.833333,point_previews/task000023_mu065536_rho010_n1.png
0.2,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.17,7.155418,0.919759,1.349142,BFUCAOZIJ9Y5KPWOTSHL3BD2NGMVRX7QO64IE1,0.111111,0.888889,point_previews/task000023_mu065536_rho020_n0.png
0.2,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.17,7.155418,0.919759,1.349142,BFUCAOZI9Y5KPWOTSHL3BD2NGMVRX7O64IE1,0.111111,0.888889,point_previews/task000023_mu065536_rho020_n1.png
0.3,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.255,8.763561,0.881116,1.10157,BFUCAODZI9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.083333,0.916667,point_previews/task000023_mu065536_rho030_n0.png
0.3,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.255,8.763561,0.881116,1.10157,BFUCAODZI9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.083333,0.916667,point_previews/task000023_mu065536_rho030_n1.png
0.4,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.34,10.119289,0.843436,0.953987,BFUCAOZI9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000023_mu065536_rho040_n0.png
0.4,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.34,10.119289,0.843436,0.953987,BFUCAOZI9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000023_mu065536_rho040_n1.png
0.5,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.425,11.313708,0.8067,0.853272,BFUCAOZI9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000023_mu065536_rho050_n0.png
0.5,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.425,11.313708,0.8067,0.853272,BFUCAOZI9YS5KPWOTSHL38D2NGMVRX7Q64IE1,0.083333,0.916667,point_previews/task000023_mu065536_rho050_n1.png
0.6,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.51,12.393547,0.770893,0.778927,BFUCAOZI9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000023_mu065536_rho060_n0.png
0.6,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.51,12.393547,0.770893,0.778927,BFUCAOZI9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000023_mu065536_rho060_n1.png
0.7,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.595,13.38656,0.735998,0.721147,BFUCAOZI9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.083333,0.916667,point_previews/task000023_mu065536_rho070_n0.png
0.7,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.595,13.38656,0.735998,0.721147,BFUCAOZI9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.083333,0.916667,point_previews/task000023_mu065536_rho070_n1.png
0.8,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.68,14.310835,0.701998,0.674571,BFUCAOZJ9YS5KPWOTSHL38D2NGMVRX7Q641E1,0.083333,0.916667,point_previews/task000023_mu065536_rho080_n0.png
0.8,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.68,14.310835,0.701998,0.674571,BFUCAOZJ9Y5KPWOTSHL38D2NGMVRX7Q64IE1,0.027778,0.972222,point_previews/task000023_mu065536_rho080_n1.png
0.9,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.765,15.178933,0.668877,0.635992,BFUCAOZJ9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000023_mu065536_rho090_n0.png
0.9,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.765,15.178933,0.668877,0.635992,BFUCAOZJ9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000023_mu065536_rho090_n1.png
1.0,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,0,0.85,16.0,0.63662,0.603355,BFUCAOZJ9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000023_mu065536_rho100_n0.png
1.0,65536,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,7,1,0.85,16.0,0.63662,0.603355,BFUCAOZJ9YSKPWOTSHL38D2NGMVRX7Q64IE1,0.055556,0.944444,point_previews/task000023_mu065536_rho100_n1.png
0.1,4,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,11,0,0.085,5.059644,0.959381,1.907975,BSCR,0.916667,0.083333,point_previews/task000024_mu000004_rho010_n0.png
0.1,4,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,11,1,0.085,5.059644,0.959381,1.907975,AERLALSRTRSPREYUR,0.916667,0.083333,point_previews/task000024_mu000004_rho010_n1.png
0.2,4,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,11,0,0.17,7.155418,0.919759,1.349142,,1.0,0.0,point_previews/task000024_mu000004_rho020_n0.png
0.2,4,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,11,1,0.17,7.155418,0.919759,1.349142,ARESEPTANEEEAORM,0.888889,0.111111,point_previews/task000024_mu000004_rho020_n1.png
0.3,4,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,11,0,0.255,8.763561,0.881116,1.10157,,1.0,0.0,point_previews/task000024_mu000004_rho030_n0.png
0.3,4,8,license_plate_bahnschrift.ttf,BFUCAOZJ9Y5KPW0TSHL38D2NGMVRX7Q64IE1,0,11,1,0.255,8.763561,0.881116,1.10157,BODEESPRERPSUES,0.861111,0.138889,point_previews/task000024_mu000004_rho030_n1.png
