rho,mu_p,char_height_px,font_name,text,phase_x,phase_y,noise_repeat,qe_total,aperture_width_px,mtf_nyquist,aperture_f50_cpp,ocr_text,cer,char_acc
0.3,16,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.255,8.763561,0.881116,1.10157,DASES,0.846154,0.153846
0.4,16,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.34,10.119289,0.843436,0.953987,,1.0,0.0
0.4,16,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.34,10.119289,0.843436,0.953987,,1.0,0.0
0.5,16,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.425,11.313708,0.8067,0.853272,UNTT,0.923077,0.076923
0.5,16,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.425,11.313708,0.8067,0.853272,,1.0,0.0
0.6,16,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.51,12.393547,0.770893,0.778927,,1.0,0.0
0.6,16,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.51,12.393547,0.770893,0.778927,,1.0,0.0
0.7,16,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.595,13.38656,0.735998,0.721147,,1.0,0.0
0.7,16,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.595,13.38656,0.735998,0.721147,,1.0,0.0
0.8,16,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.68,14.310835,0.701998,0.674571,,1.0,0.0
0.8,16,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.68,14.310835,0.701998,0.674571,BSN,0.961538,0.038462
0.9,16,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.765,15.178933,0.668877,0.635992,,1.0,0.0
0.9,16,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.765,15.178933,0.668877,0.635992,WRNSTEREAAFALPEIAET,0.769231,0.230769
1.0,16,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.85,16.0,0.63662,0.603355,ALMSED,0.846154,0.153846
1.0,16,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.85,16.0,0.63662,0.603355,,1.0,0.0
0.1,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.1,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.17,7.155418,0.919759,1.349142,,1.0,0.0
0.2,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.17,7.155418,0.919759,1.349142,,1.0,0.0
0.3,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.255,8.763561,0.881116,1.10157,,1.0,0.0
0.3,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.255,8.763561,0.881116,1.10157,,1.0,0.0
0.4,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.34,10.119289,0.843436,0.953987,,1.0,0.0
0.4,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.34,10.119289,0.843436,0.953987,,1.0,0.0
0.5,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.425,11.313708,0.8067,0.853272,HAMANTDISOLENCLOT,0.807692,0.192308
0.5,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.425,11.313708,0.8067,0.853272,LNTTOCTALPNCEST,0.692308,0.307692
0.6,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.51,12.393547,0.770893,0.778927,,1.0,0.0
0.6,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.51,12.393547,0.770893,0.778927,,1.0,0.0
0.7,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.595,13.38656,0.735998,0.721147,,1.0,0.0
0.7,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.595,13.38656,0.735998,0.721147,VAMOTODTRASPYROKEEDUEDT,0.692308,0.307692
0.8,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.68,14.310835,0.701998,0.674571,,1.0,0.0
0.8,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.68,14.310835,0.701998,0.674571,VIMKVFODERACLPYMGESORET,0.538462,0.461538
0.9,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.765,15.178933,0.668877,0.635992,,1.0,0.0
0.9,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.765,15.178933,0.668877,0.635992,YPMIYFCIINGRASLPATPESOUNET,0.576923,0.423077
1.0,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.85,16.0,0.63662,0.603355,,1.0,0.0
1.0,64,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.85,16.0,0.63662,0.603355,,1.0,0.0
0.1,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.1,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.17,7.155418,0.919759,1.349142,VMTDOZRASGEEDT,0.730769,0.269231
0.2,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.17,7.155418,0.919759,1.349142,VHATOOSGIIGLADT,0.846154,0.153846
0.3,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.255,8.763561,0.881116,1.10157,WAMAYTOCERASLPNAGOLOEDT,0.692308,0.307692
0.3,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.255,8.763561,0.881116,1.10157,VINRATODIIMASLEARGIEDUEDT,0.692308,0.307692
0.4,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.34,10.119289,0.843436,0.953987,VANEVTOOIRASLPSWGTEOLABT,0.538462,0.461538
0.4,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.34,10.119289,0.843436,0.953987,VMATODIPASLPGICOLEDT,0.653846,0.346154
0.5,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.425,11.313708,0.8067,0.853272,WUMAYTOOTRADLANGLAAD,0.807692,0.192308
0.5,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.425,11.313708,0.8067,0.853272,VANAYTODDOPASLPNGCOLEDT,0.653846,0.346154
0.6,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.51,12.393547,0.770893,0.778927,VINEYTODCRAOLPMAGSCOUEDT,0.5,0.5
0.6,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.51,12.393547,0.770893,0.778927,VIWEVTOLDDCRASLENAGESOLEDT,0.653846,0.346154
0.7,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.595,13.38656,0.735998,0.721147,VINAYTODDDRASLEMAGESOUEDT,0.5,0.5
0.7,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.595,13.38656,0.735998,0.721147,VINAYTOUISRASLEMAGLSORLEDT,0.576923,0.423077
0.8,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.68,14.310835,0.701998,0.674571,VINAYTODDCRADLEMWOGESOUEDT,0.423077,0.576923
0.8,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.68,14.310835,0.701998,0.674571,VIWFYTOLUDCRASLEMWGESOUEDT,0.5,0.5
0.9,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.765,15.178933,0.668877,0.635992,VINEYTODCRASLEMMTGESOUEDT,0.461538,0.538462
0.9,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.765,15.178933,0.668877,0.635992,VIMEYFODCRADLEMWMDTSOLSET,0.538462,0.461538
1.0,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.85,16.0,0.63662,0.603355,VINEYIODCRASLPMWGESOUEDT,0.384615,0.615385
1.0,256,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.85,16.0,0.63662,0.603355,VIWAYEUODCRAGLEMWOGESOUEDT,0.461538,0.538462
0.1,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.085,5.059644,0.959381,1.907975,VHATOOIRACLINGILOLSOT,0.692308,0.307692
0.1,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.085,5.059644,0.959381,1.907975,VMAITOOCRASLUAGISOUSOT,0.615385,0.384615
0.2,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.17,7.155418,0.919759,1.349142,VHAITOOCRACLONAGILOLEDT,0.692308,0.307692
0.2,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.17,7.155418,0.919759,1.349142,VAMAVTOOIRASUAYGISOUEDT,0.653846,0.346154
0.3,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.255,8.763561,0.881116,1.10157,VNAYTOOIRASLINAGOLSOUEDT,0.576923,0.423077
0.3,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.255,8.763561,0.881116,1.10157,VWAITOOIRASLENMGOOOUEDT,0.653846,0.346154
0.4,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.34,10.119289,0.843436,0.953987,VWANTOOCRASLPNAGOLCOLEDT,0.692308,0.307692
0.4,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.34,10.119289,0.843436,0.953987,VNEYTOOCRASLENMGOSOLEDT,0.576923,0.423077
0.5,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.425,11.313708,0.8067,0.853272,VINEYTOOCRASLENAGOSOUEDT,0.538462,0.461538
0.5,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.425,11.313708,0.8067,0.853272,VINAYTOOIRASLPNMGLISOUEDT,0.538462,0.461538
0.6,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.51,12.393547,0.770893,0.778927,VINEVTOLDCRASLEMAGTSOUEDT,0.538462,0.461538
0.6,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.51,12.393547,0.770893,0.778927,VINEYTOOCRASLENGICOLEDT,0.615385,0.384615
0.7,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.595,13.38656,0.735998,0.721147,VINEYTOODCRASLEPMANGSOUEDT,0.5,0.5
0.7,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.595,13.38656,0.735998,0.721147,VINAYTODDCRASLEMWGCSOLEDT,0.5,0.5
0.8,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.68,14.310835,0.701998,0.674571,VINEYPODCRASLEMMNGESOUEDT,0.461538,0.538462
0.8,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.68,14.310835,0.701998,0.674571,VINEYTODCRASLEMWGESOUEDT,0.423077,0.576923
0.9,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.765,15.178933,0.668877,0.635992,VINEYTODCRASLEMMNGESOUEDT,0.461538,0.538462
0.9,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.765,15.178933,0.668877,0.635992,VINEYTODCRASLPMMGESOUEDT,0.423077,0.576923
1.0,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.85,16.0,0.63662,0.603355,VINEYTOLDCRASLPMWESOUEDT,0.423077,0.576923
1.0,1024,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.85,16.0,0.63662,0.603355,VINEYPOLDCRADLPMWMGESOUEDT,0.384615,0.615385
0.1,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.085,5.059644,0.959381,1.907975,VAHAOTOOIRACLPNAYGIOOLEDT,0.653846,0.346154
0.1,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.085,5.059644,0.959381,1.907975,VAHATOOCPRAOLAGIIMEOT,0.730769,0.269231
0.2,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.17,7.155418,0.919759,1.349142,VMATOOSRAOOLAGIOLOEDT,0.807692,0.192308
0.2,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.17,7.155418,0.919759,1.349142,VAMAITOOIPAOLPAGISOLEDT,0.653846,0.346154
0.3,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.255,8.763561,0.881116,1.10157,VMAYTOOIRASLENAGOSOUEDT,0.576923,0.423077
0.3,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.255,8.763561,0.881116,1.10157,VMAYTOOIRASLENAYGOSOUEDT,0.576923,0.423077
0.4,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.34,10.119289,0.843436,0.953987,VNANTOOCRASLPNAGOCOUEDT,0.576923,0.423077
0.4,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.34,10.119289,0.843436,0.953987,VMPITOOCRASLPNAGIOOUEDT,0.615385,0.384615
0.5,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.425,11.313708,0.8067,0.853272,VNAYTOOOCRASLENANGCSOUEDT,0.538462,0.461538
0.5,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.425,11.313708,0.8067,0.853272,VNAYTOOCRASLENAGLSOUEDT,0.538462,0.461538
0.6,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.51,12.393547,0.770893,0.778927,VINEYTOOCRASLENMGISOLEDT,0.576923,0.423077
0.6,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.51,12.393547,0.770893,0.778927,VINAYTODOCRASLENWGISOUEDT,0.5,0.5
0.7,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.595,13.38656,0.735998,0.721147,VINEYTODOCRASLEMWGESOUEDT,0.423077,0.576923
0.7,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.595,13.38656,0.735998,0.721147,VINEYTOOOCRASLEMWNGESOUEDT,0.423077,0.576923
0.8,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.68,14.310835,0.701998,0.674571,VINEYTODCRASLEMWUGESOUEDT,0.423077,0.576923
0.8,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.68,14.310835,0.701998,0.674571,VINEYTODOCRASLEMWGESOUEDT,0.423077,0.576923
0.9,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.765,15.178933,0.668877,0.635992,VINEYTODCRASLEPMWGESOUEDT,0.423077,0.576923
0.9,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.765,15.178933,0.668877,0.635992,VINEYTODCRASLPMWNGESOUEDT,0.384615,0.615385
1.0,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.85,16.0,0.63662,0.603355,VINEYTOLDCRASLPMWGESOUEDT,0.384615,0.615385
1.0,4096,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.85,16.0,0.63662,0.603355,VINEYPOLDCRASLPMWOGESOUEDT,0.384615,0.615385
0.1,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.085,5.059644,0.959381,1.907975,VAHATOOCRACLNAGCIOILEOT,0.730769,0.269231
0.1,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.085,5.059644,0.959381,1.907975,VAHATOOCRAOLNAGCIIOLEDT,0.730769,0.269231
0.2,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.17,7.155418,0.919759,1.349142,VHAITOOCRACLENAGIOOOEDT,0.692308,0.307692
0.2,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.17,7.155418,0.919759,1.349142,VMATOOSRAOLNAGIOIOUEDT,0.730769,0.269231
0.3,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.255,8.763561,0.881116,1.10157,VMAITOOSPASLPNAGISOLEDT,0.692308,0.307692
0.3,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.255,8.763561,0.881116,1.10157,VIMAYTOOSPRAOLPNAGOIOLEDT,0.653846,0.346154
0.4,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.34,10.119289,0.843436,0.953987,VMAITOOCRASLPNAGOOOUEDT,0.615385,0.384615
0.4,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.34,10.119289,0.843436,0.953987,VNAITOOCRASLPNAGOSOUEDT,0.538462,0.461538
0.5,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.425,11.313708,0.8067,0.853272,VINAYTOOCRASLENGLSOLEDT,0.576923,0.423077
0.5,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.425,11.313708,0.8067,0.853272,VINEYTOOCRASLENAGOCOUEDT,0.576923,0.423077
0.6,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.51,12.393547,0.770893,0.778927,VINEYTOOCRASLENMGLSOLEDT,0.576923,0.423077
0.6,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.51,12.393547,0.770893,0.778927,VINEYTOLOCRASLPNGLSOUEDT,0.5,0.5
0.7,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.595,13.38656,0.735998,0.721147,VINAYTODDCRASLENMGESOLEDT,0.538462,0.461538
0.7,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.595,13.38656,0.735998,0.721147,VINEYTODOCRASLENWGESOUEDT,0.461538,0.538462
0.8,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.68,14.310835,0.701998,0.674571,VINEYTODOCRASLEMWGESOUEDT,0.423077,0.576923
0.8,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.68,14.310835,0.701998,0.674571,VINEYTOLDCRASLPMWGESOUEDT,0.384615,0.615385
0.9,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.765,15.178933,0.668877,0.635992,VINEYTOLDCRASLEMMNGESOLEDT,0.5,0.5
0.9,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.765,15.178933,0.668877,0.635992,VINEYTOLDOCRASLEMWGESOUEDT,0.461538,0.538462
1.0,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.85,16.0,0.63662,0.603355,VINEYTOLDCRASLPMWOGESOUEDT,0.384615,0.615385
1.0,16384,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,1,0.85,16.0,0.63662,0.603355,VINEYTOLDCRASLPMWGESOUEDT,0.384615,0.615385
0.1,65536,4,license_plate_bahnschrift.ttf,VJNKYFDZICRAQLPMWHGESOUXBT,0,0,0,0.085,5.059644,0.959381,1.907975,VHATOOCRACLNAGIOOOEDT,0.692308,0.307692
