rho,mu_p,char_height_px,font_name,text,phase_x,phase_y,qe_total,aperture_width_px,mtf_nyquist,aperture_f50_cpp,ocr_text,cer,char_acc
0.7,128,6,arial.ttf,999NG7,15,0,0.595,13.38656,0.735998,0.721147,SSING7,0.5,0.5
0.8,128,6,arial.ttf,999NG7,15,0,0.68,14.310835,0.701998,0.674571,9S9NG7,0.166667,0.833333
0.9,128,6,arial.ttf,999NG7,15,0,0.765,15.178933,0.668877,0.635992,9S9NG7,0.166667,0.833333
1.0,128,6,arial.ttf,999NG7,15,0,0.85,16.0,0.63662,0.603355,9S9NG7,0.166667,0.833333
0.1,16,6,arial.ttf,999NG7,15,15,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,16,6,arial.ttf,999NG7,15,15,0.17,7.155418,0.919759,1.349142,,1.0,0.0
0.3,16,6,arial.ttf,999NG7,15,15,0.255,8.763561,0.881116,1.10157,,1.0,0.0
0.4,16,6,arial.ttf,999NG7,15,15,0.34,10.119289,0.843436,0.953987,G,0.833333,0.166667
0.5,16,6,arial.ttf,999NG7,15,15,0.425,11.313708,0.8067,0.853272,,1.0,0.0
0.6,16,6,arial.ttf,999NG7,15,15,0.51,12.393547,0.770893,0.778927,,1.0,0.0
0.7,16,6,arial.ttf,999NG7,15,15,0.595,13.38656,0.735998,0.721147,,1.0,0.0
0.8,16,6,arial.ttf,999NG7,15,15,0.68,14.310835,0.701998,0.674571,,1.0,0.0
0.9,16,6,arial.ttf,999NG7,15,15,0.765,15.178933,0.668877,0.635992,,1.0,0.0
1.0,16,6,arial.ttf,999NG7,15,15,0.85,16.0,0.63662,0.603355,,1.0,0.0
0.1,128,6,arial.ttf,999NG7,15,15,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,128,6,arial.ttf,999NG7,15,15,0.17,7.155418,0.919759,1.349142,,1.0,0.0
0.3,128,6,arial.ttf,999NG7,15,15,0.255,8.763561,0.881116,1.10157,IEANGT,0.666667,0.333333
0.4,128,6,arial.ttf,999NG7,15,15,0.34,10.119289,0.843436,0.953987,QON,0.833333,0.166667
0.5,128,6,arial.ttf,999NG7,15,15,0.425,11.313708,0.8067,0.853272,S89NG7,0.333333,0.666667
0.6,128,6,arial.ttf,999NG7,15,15,0.51,12.393547,0.770893,0.778927,SSO8NG7,0.666667,0.333333
0.7,128,6,arial.ttf,999NG7,15,15,0.595,13.38656,0.735998,0.721147,ISONGT,0.666667,0.333333
0.8,128,6,arial.ttf,999NG7,15,15,0.68,14.310835,0.701998,0.674571,Q0NGT,0.666667,0.333333
0.9,128,6,arial.ttf,999NG7,15,15,0.765,15.178933,0.668877,0.635992,SEING7T,0.666667,0.333333
1.0,128,6,arial.ttf,999NG7,15,15,0.85,16.0,0.63662,0.603355,Q99NG7,0.166667,0.833333
0.1,16,6,arial.ttf,DJELTE,0,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,16,6,arial.ttf,DJELTE,0,0,0.17,7.155418,0.919759,1.349142,,1.0,0.0
0.3,16,6,arial.ttf,DJELTE,0,0,0.255,8.763561,0.881116,1.10157,E,0.833333,0.166667
0.4,16,6,arial.ttf,DJELTE,0,0,0.34,10.119289,0.843436,0.953987,,1.0,0.0
0.5,16,6,arial.ttf,DJELTE,0,0,0.425,11.313708,0.8067,0.853272,,1.0,0.0
0.6,16,6,arial.ttf,DJELTE,0,0,0.51,12.393547,0.770893,0.778927,,1.0,0.0
0.7,16,6,arial.ttf,DJELTE,0,0,0.595,13.38656,0.735998,0.721147,,1.0,0.0
0.8,16,6,arial.ttf,DJELTE,0,0,0.68,14.310835,0.701998,0.674571,,1.0,0.0
0.9,16,6,arial.ttf,DJELTE,0,0,0.765,15.178933,0.668877,0.635992,,1.0,0.0
1.0,16,6,arial.ttf,DJELTE,0,0,0.85,16.0,0.63662,0.603355,BE,0.833333,0.166667
0.1,128,6,arial.ttf,DJELTE,0,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,128,6,arial.ttf,DJELTE,0,0,0.17,7.155418,0.919759,1.349142,,1.0,0.0
0.3,128,6,arial.ttf,DJELTE,0,0,0.255,8.763561,0.881116,1.10157,,1.0,0.0
0.4,128,6,arial.ttf,DJELTE,0,0,0.34,10.119289,0.843436,0.953987,OVELTE,0.333333,0.666667
0.5,128,6,arial.ttf,DJELTE,0,0,0.425,11.313708,0.8067,0.853272,DJELTE,0.0,1.0
0.6,128,6,arial.ttf,DJELTE,0,0,0.51,12.393547,0.770893,0.778927,DJELTE,0.0,1.0
0.7,128,6,arial.ttf,DJELTE,0,0,0.595,13.38656,0.735998,0.721147,OVELTE,0.333333,0.666667
0.8,128,6,arial.ttf,DJELTE,0,0,0.68,14.310835,0.701998,0.674571,OJELTE,0.166667,0.833333
0.9,128,6,arial.ttf,DJELTE,0,0,0.765,15.178933,0.668877,0.635992,DJELTE,0.0,1.0
1.0,128,6,arial.ttf,DJELTE,0,0,0.85,16.0,0.63662,0.603355,DJELTE,0.0,1.0
0.1,16,6,arial.ttf,DJELTE,0,15,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,16,6,arial.ttf,DJELTE,0,15,0.17,7.155418,0.919759,1.349142,STR,0.833333,0.166667
0.3,16,6,arial.ttf,DJELTE,0,15,0.255,8.763561,0.881116,1.10157,,1.0,0.0
0.4,16,6,arial.ttf,DJELTE,0,15,0.34,10.119289,0.843436,0.953987,,1.0,0.0
0.5,16,6,arial.ttf,DJELTE,0,15,0.425,11.313708,0.8067,0.853272,,1.0,0.0
0.6,16,6,arial.ttf,DJELTE,0,15,0.51,12.393547,0.770893,0.778927,,1.0,0.0
0.7,16,6,arial.ttf,DJELTE,0,15,0.595,13.38656,0.735998,0.721147,,1.0,0.0
0.8,16,6,arial.ttf,DJELTE,0,15,0.68,14.310835,0.701998,0.674571,,1.0,0.0
0.9,16,6,arial.ttf,DJELTE,0,15,0.765,15.178933,0.668877,0.635992,,1.0,0.0
1.0,16,6,arial.ttf,DJELTE,0,15,0.85,16.0,0.63662,0.603355,,1.0,0.0
0.1,128,6,arial.ttf,DJELTE,0,15,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,128,6,arial.ttf,DJELTE,0,15,0.17,7.155418,0.919759,1.349142,,1.0,0.0
0.3,128,6,arial.ttf,DJELTE,0,15,0.255,8.763561,0.881116,1.10157,CEE,0.666667,0.333333
0.4,128,6,arial.ttf,DJELTE,0,15,0.34,10.119289,0.843436,0.953987,EGE,0.666667,0.333333
0.5,128,6,arial.ttf,DJELTE,0,15,0.425,11.313708,0.8067,0.853272,DVELTE,0.166667,0.833333
0.6,128,6,arial.ttf,DJELTE,0,15,0.51,12.393547,0.770893,0.778927,OVELTE,0.333333,0.666667
0.7,128,6,arial.ttf,DJELTE,0,15,0.595,13.38656,0.735998,0.721147,OVELTE,0.333333,0.666667
0.8,128,6,arial.ttf,DJELTE,0,15,0.68,14.310835,0.701998,0.674571,DJELTE,0.0,1.0
0.9,128,6,arial.ttf,DJELTE,0,15,0.765,15.178933,0.668877,0.635992,OUELTE,0.333333,0.666667
1.0,128,6,arial.ttf,DJELTE,0,15,0.85,16.0,0.63662,0.603355,DJELTE,0.0,1.0
0.1,16,6,arial.ttf,DJELTE,15,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,16,6,arial.ttf,DJELTE,15,0,0.17,7.155418,0.919759,1.349142,,1.0,0.0
0.3,16,6,arial.ttf,DJELTE,15,0,0.255,8.763561,0.881116,1.10157,SRC,1.0,0.0
0.4,16,6,arial.ttf,DJELTE,15,0,0.34,10.119289,0.843436,0.953987,ETE,0.5,0.5
0.5,16,6,arial.ttf,DJELTE,15,0,0.425,11.313708,0.8067,0.853272,TOESEES,0.833333,0.166667
0.6,16,6,arial.ttf,DJELTE,15,0,0.51,12.393547,0.770893,0.778927,,1.0,0.0
0.7,16,6,arial.ttf,DJELTE,15,0,0.595,13.38656,0.735998,0.721147,,1.0,0.0
0.8,16,6,arial.ttf,DJELTE,15,0,0.68,14.310835,0.701998,0.674571,,1.0,0.0
0.9,16,6,arial.ttf,DJELTE,15,0,0.765,15.178933,0.668877,0.635992,,1.0,0.0
1.0,16,6,arial.ttf,DJELTE,15,0,0.85,16.0,0.63662,0.603355,DICUTE,0.5,0.5
0.1,128,6,arial.ttf,DJELTE,15,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,128,6,arial.ttf,DJELTE,15,0,0.17,7.155418,0.919759,1.349142,,1.0,0.0
0.3,128,6,arial.ttf,DJELTE,15,0,0.255,8.763561,0.881116,1.10157,OELTE,0.333333,0.666667
0.4,128,6,arial.ttf,DJELTE,15,0,0.34,10.119289,0.843436,0.953987,DELTE,0.166667,0.833333
0.5,128,6,arial.ttf,DJELTE,15,0,0.425,11.313708,0.8067,0.853272,OJELTE,0.166667,0.833333
0.6,128,6,arial.ttf,DJELTE,15,0,0.51,12.393547,0.770893,0.778927,OJELTE,0.166667,0.833333
0.7,128,6,arial.ttf,DJELTE,15,0,0.595,13.38656,0.735998,0.721147,DJELTE,0.0,1.0
0.8,128,6,arial.ttf,DJELTE,15,0,0.68,14.310835,0.701998,0.674571,OJELTE,0.166667,0.833333
0.9,128,6,arial.ttf,DJELTE,15,0,0.765,15.178933,0.668877,0.635992,OJELTE,0.166667,0.833333
1.0,128,6,arial.ttf,DJELTE,15,0,0.85,16.0,0.63662,0.603355,DQUELTE,0.333333,0.666667
0.1,16,6,arial.ttf,DJELTE,15,15,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,16,6,arial.ttf,DJELTE,15,15,0.17,7.155418,0.919759,1.349142,,1.0,0.0
0.3,16,6,arial.ttf,DJELTE,15,15,0.255,8.763561,0.881116,1.10157,,1.0,0.0
0.4,16,6,arial.ttf,DJELTE,15,15,0.34,10.119289,0.843436,0.953987,,1.0,0.0
0.5,16,6,arial.ttf,DJELTE,15,15,0.425,11.313708,0.8067,0.853272,,1.0,0.0
0.6,16,6,arial.ttf,DJELTE,15,15,0.51,12.393547,0.770893,0.778927,,1.0,0.0
0.7,16,6,arial.ttf,DJELTE,15,15,0.595,13.38656,0.735998,0.721147,,1.0,0.0
0.8,16,6,arial.ttf,DJELTE,15,15,0.68,14.310835,0.701998,0.674571,,1.0,0.0
0.9,16,6,arial.ttf,DJELTE,15,15,0.765,15.178933,0.668877,0.635992,,1.0,0.0
1.0,16,6,arial.ttf,DJELTE,15,15,0.85,16.0,0.63662,0.603355,,1.0,0.0
0.1,128,6,arial.ttf,DJELTE,15,15,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,128,6,arial.ttf,DJELTE,15,15,0.17,7.155418,0.919759,1.349142,SUSTE,0.666667,0.333333
0.3,128,6,arial.ttf,DJELTE,15,15,0.255,8.763561,0.881116,1.10157,OJELTE,0.166667,0.833333
0.4,128,6,arial.ttf,DJELTE,15,15,0.34,10.119289,0.843436,0.953987,BJELTE,0.166667,0.833333
0.5,128,6,arial.ttf,DJELTE,15,15,0.425,11.313708,0.8067,0.853272,DJELTE,0.0,1.0
0.6,128,6,arial.ttf,DJELTE,15,15,0.51,12.393547,0.770893,0.778927,OJELTE,0.166667,0.833333
0.7,128,6,arial.ttf,DJELTE,15,15,0.595,13.38656,0.735998,0.721147,OJELTE,0.166667,0.833333
0.8,128,6,arial.ttf,DJELTE,15,15,0.68,14.310835,0.701998,0.674571,OJELTE,0.166667,0.833333
0.9,128,6,arial.ttf,DJELTE,15,15,0.765,15.178933,0.668877,0.635992,OJELTE,0.166667,0.833333
1.0,128,6,arial.ttf,DJELTE,15,15,0.85,16.0,0.63662,0.603355,OJELTE,0.166667,0.833333
0.1,16,12,arial.ttf,999NG7,0,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,16,12,arial.ttf,999NG7,0,0,0.17,7.155418,0.919759,1.349142,SORE,1.0,0.0
0.3,16,12,arial.ttf,999NG7,0,0,0.255,8.763561,0.881116,1.10157,,1.0,0.0
0.4,16,12,arial.ttf,999NG7,0,0,0.34,10.119289,0.843436,0.953987,GOBNGT,0.666667,0.333333
0.5,16,12,arial.ttf,999NG7,0,0,0.425,11.313708,0.8067,0.853272,GOONGSF,0.833333,0.166667
0.6,16,12,arial.ttf,999NG7,0,0,0.51,12.393547,0.770893,0.778927,SSONGT,0.666667,0.333333
0.7,16,12,arial.ttf,999NG7,0,0,0.595,13.38656,0.735998,0.721147,SOONG7,0.5,0.5
0.8,16,12,arial.ttf,999NG7,0,0,0.68,14.310835,0.701998,0.674571,QOONG7,0.5,0.5
0.9,16,12,arial.ttf,999NG7,0,0,0.765,15.178933,0.668877,0.635992,OSONG7,0.5,0.5
1.0,16,12,arial.ttf,999NG7,0,0,0.85,16.0,0.63662,0.603355,RN,0.833333,0.166667
0.1,128,12,arial.ttf,999NG7,0,0,0.085,5.059644,0.959381,1.907975,SSONGT,0.666667,0.333333
0.2,128,12,arial.ttf,999NG7,0,0,0.17,7.155418,0.919759,1.349142,999NG7,0.0,1.0
0.3,128,12,arial.ttf,999NG7,0,0,0.255,8.763561,0.881116,1.10157,999NG7Z,0.166667,0.833333
0.4,128,12,arial.ttf,999NG7,0,0,0.34,10.119289,0.843436,0.953987,999NG7,0.0,1.0
0.5,128,12,arial.ttf,999NG7,0,0,0.425,11.313708,0.8067,0.853272,S999NG7,0.166667,0.833333
0.6,128,12,arial.ttf,999NG7,0,0,0.51,12.393547,0.770893,0.778927,S9SNG7,0.333333,0.666667
0.7,128,12,arial.ttf,999NG7,0,0,0.595,13.38656,0.735998,0.721147,999NG7,0.0,1.0
0.8,128,12,arial.ttf,999NG7,0,0,0.68,14.310835,0.701998,0.674571,999NG7,0.0,1.0
0.9,128,12,arial.ttf,999NG7,0,0,0.765,15.178933,0.668877,0.635992,999NG7,0.0,1.0
1.0,128,12,arial.ttf,999NG7,0,0,0.85,16.0,0.63662,0.603355,999NG7,0.0,1.0
0.1,16,12,arial.ttf,999NG7,0,15,0.085,5.059644,0.959381,1.907975,ST,1.0,0.0
0.2,16,12,arial.ttf,999NG7,0,15,0.17,7.155418,0.919759,1.349142,,1.0,0.0
0.3,16,12,arial.ttf,999NG7,0,15,0.255,8.763561,0.881116,1.10157,,1.0,0.0
0.4,16,12,arial.ttf,999NG7,0,15,0.34,10.119289,0.843436,0.953987,SSONGT,0.666667,0.333333
0.5,16,12,arial.ttf,999NG7,0,15,0.425,11.313708,0.8067,0.853272,,1.0,0.0
0.6,16,12,arial.ttf,999NG7,0,15,0.51,12.393547,0.770893,0.778927,SQOONG7,0.666667,0.333333
0.7,16,12,arial.ttf,999NG7,0,15,0.595,13.38656,0.735998,0.721147,SOONGZ,0.666667,0.333333
0.8,16,12,arial.ttf,999NG7,0,15,0.68,14.310835,0.701998,0.674571,SIONGZ,0.666667,0.333333
0.9,16,12,arial.ttf,999NG7,0,15,0.765,15.178933,0.668877,0.635992,QOONG7,0.5,0.5
1.0,16,12,arial.ttf,999NG7,0,15,0.85,16.0,0.63662,0.603355,QOONG7,0.5,0.5
0.1,128,12,arial.ttf,999NG7,0,15,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,128,12,arial.ttf,999NG7,0,15,0.17,7.155418,0.919759,1.349142,OO9SNG7,0.5,0.5
0.3,128,12,arial.ttf,999NG7,0,15,0.255,8.763561,0.881116,1.10157,SOSNG7,0.5,0.5
0.4,128,12,arial.ttf,999NG7,0,15,0.34,10.119289,0.843436,0.953987,999NG7,0.0,1.0
0.5,128,12,arial.ttf,999NG7,0,15,0.425,11.313708,0.8067,0.853272,999NG7,0.0,1.0
0.6,128,12,arial.ttf,999NG7,0,15,0.51,12.393547,0.770893,0.778927,999NG7,0.0,1.0
0.7,128,12,arial.ttf,999NG7,0,15,0.595,13.38656,0.735998,0.721147,99SNG7,0.166667,0.833333
0.8,128,12,arial.ttf,999NG7,0,15,0.68,14.310835,0.701998,0.674571,999NG7,0.0,1.0
0.9,128,12,arial.ttf,999NG7,0,15,0.765,15.178933,0.668877,0.635992,S9SNG7,0.333333,0.666667
1.0,128,12,arial.ttf,999NG7,0,15,0.85,16.0,0.63662,0.603355,S999NG7,0.166667,0.833333
0.1,16,12,arial.ttf,999NG7,15,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,16,12,arial.ttf,999NG7,15,0,0.17,7.155418,0.919759,1.349142,,1.0,0.0
0.3,16,12,arial.ttf,999NG7,15,0,0.255,8.763561,0.881116,1.10157,,1.0,0.0
0.4,16,12,arial.ttf,999NG7,15,0,0.34,10.119289,0.843436,0.953987,,1.0,0.0
0.5,16,12,arial.ttf,999NG7,15,0,0.425,11.313708,0.8067,0.853272,,1.0,0.0
0.6,16,12,arial.ttf,999NG7,15,0,0.51,12.393547,0.770893,0.778927,QSONGT,0.666667,0.333333
0.7,16,12,arial.ttf,999NG7,15,0,0.595,13.38656,0.735998,0.721147,,1.0,0.0
0.8,16,12,arial.ttf,999NG7,15,0,0.68,14.310835,0.701998,0.674571,,1.0,0.0
0.9,16,12,arial.ttf,999NG7,15,0,0.765,15.178933,0.668877,0.635992,,1.0,0.0
1.0,16,12,arial.ttf,999NG7,15,0,0.85,16.0,0.63662,0.603355,S99NG7,0.166667,0.833333
0.1,128,12,arial.ttf,999NG7,15,0,0.085,5.059644,0.959381,1.907975,QOSNGT,0.666667,0.333333
0.2,128,12,arial.ttf,999NG7,15,0,0.17,7.155418,0.919759,1.349142,9SONG7,0.333333,0.666667
0.3,128,12,arial.ttf,999NG7,15,0,0.255,8.763561,0.881116,1.10157,9SSNG7,0.333333,0.666667
0.4,128,12,arial.ttf,999NG7,15,0,0.34,10.119289,0.843436,0.953987,999NG7,0.0,1.0
0.5,128,12,arial.ttf,999NG7,15,0,0.425,11.313708,0.8067,0.853272,999NG7,0.0,1.0
0.6,128,12,arial.ttf,999NG7,15,0,0.51,12.393547,0.770893,0.778927,999NG7,0.0,1.0
0.7,128,12,arial.ttf,999NG7,15,0,0.595,13.38656,0.735998,0.721147,Q9SONG7,0.5,0.5
0.8,128,12,arial.ttf,999NG7,15,0,0.68,14.310835,0.701998,0.674571,999NG7,0.0,1.0
0.9,128,12,arial.ttf,999NG7,15,0,0.765,15.178933,0.668877,0.635992,999NG7,0.0,1.0
